N;Code;New;Name;Price;Izd;Pages;Format;Date;Pressrun;Themes;Category
697;1720;ЛОЖЬ;Сборник задач по геометрии 10-11 класс;14,22;Айрис;0;;;5000;Точные науки;
698;1322;ЛОЖЬ;Сборник задач по теплотехнике;7,98;Высшая школа;0;1;;5000;Точные науки;
699;5345;ЛОЖЬ;Mathematica 4. С пакетом решений;32,84;Нолидж;608;70х100/16;12.10.2000;3000;Точные науки;
700;5343;ЛОЖЬ;Компьютерная математика . Теория и практика;60,64;Нолидж;1296;70х100/16;17.11.2000;3000;Точные науки;
701;5124;ЛОЖЬ;Дискретная математика для программистов. Учебник;15,06;Питер;304;70х100/16;31.07.2000;5000;Точные науки;
702;5223;ЛОЖЬ;Mathematica 4: учебный курс;19,68;Питер;656;70х100/16;20.10.2000;7000;Точные науки;
703;480;ЛОЖЬ;Сколько стоит экзамен по математике;6,18;Факт;44;84х108\16;03.03.1997;0;Точные науки;
704;479;ЛОЖЬ;Теорема Виета;10,26;Факт;56;84х108\16;15.02.1997;0;Точные науки;
705;481;ЛОЖЬ;101 совет абитуриенту;10,56;Факт;0;;;0;Точные науки;
706;482;ЛОЖЬ;Hе хочу быть двоечником;13,44;Факт;0;;;0;Точные науки;
707;1719;ЛОЖЬ;Сборник задач по высшей математике;18,78;Феникс;0;;;5000;Точные науки;
708;1745;ЛОЖЬ;Математика для поступающих в экономическии ВУЗы;33,24;Юнити;0;;;5000;Точные науки;
709;2999;ЛОЖЬ;Книжный маркетинг;14,19;BHV С.-Петербург;336;70х100/16;27.01.1999;3000;Экономика;
710;4849;ЛОЖЬ;Информационные системы менеджмента;45,00;DiaSoft UP;368;60х90/8;18.04.2000;2000;Экономика;
711;5159;ЛОЖЬ;Введение в маркетинг, 5-е издание;26,40;Вильямс;640;70х100/16;15.09.2000;7000;Экономика;
712;5222;ЛОЖЬ;Практика менеджмента;26,40;Вильямс;398;70х100/16;17.08.2000;5000;Экономика;
713;5220;ЛОЖЬ;Принципы и практика маркетинга;37,80;Вильямс;688;60х90/8;15.09.2000;5000;Экономика;
714;3350;ЛОЖЬ;Основы маркетинга;31,44;Диалектика;0;;;0;Экономика;
715;4781;ЛОЖЬ;Экономика 16-е издание;47,40;Не определено;0;;;0;Экономика;
716;539;ЛОЖЬ;Секреты бухгалтерии;9,12;Факт;250;60х84/16;06.04.1997;0;Экономика;
717;1355;ЛОЖЬ;Экономическая теория в школе;13,56;Феникс;0;1;;5000;Экономика;
718;1770;ЛОЖЬ;Таможенные операции;6,18;Финансы и статистика;0;;;5000;Экономика;
719;4861;ЛОЖЬ;Компьютерная бухгалтерия 7.7 в системе гибкой автоматизации бух.учета;38,71;Элби- СПб;520;60х90/16;25.05.2000;6000;Экономика;
720;3718;ЛОЖЬ;Курс предпринимательства.Учебник;11,40;Юнити;0;;;0;Экономика;
721;1305;ЛОЖЬ;Микроэкономика. Прмежуточный уровень.;43,20;Юнити;0;1;;5000;Экономика;
722;3307;ЛОЖЬ;Сочинения на немецком и русском языках Т.1;38,34;"АО""Ками""";0;;;0;Общественные науки;
723;3330;ЛОЖЬ;Рекламный менеджемент;32,00;Вильямс;0;;;0;Общественные науки;
724;5011;ЛОЖЬ;"Умение добиваться успеха для ""чайников"".  Краткий справочник";3,90;Диалектика;224;84х108/32;10.07.2000;7000;Общественные науки;
725;5010;ЛОЖЬ;"Умение вести переговоры для ""чайников"".  Краткий справочник";3,90;Диалектика;224;84х108/32;14.06.2000;7000;Общественные науки;
726;5009;ЛОЖЬ;"Умение продавать для ""чайников"". Краткий справочник";3,90;Диалектика;224;84х108/32;21.06.2000;7000;Общественные науки;
727;1877;ЛОЖЬ;Подготовка к тестированию;3,06;Нолидж;0;;;5000;Общественные науки;
728;5123;ЛОЖЬ;Базы знаний интеллектуальных систем. Учебник;17,34;Питер;384;70х100/16;31.07.2000;5000;Общественные науки;
729;1742;ЛОЖЬ;Логика Элементарный курс для гуманитарных специальностей;13,80;Скорина;0;;;5000;Общественные науки;
730;1905;ЛОЖЬ;СвИ Джек Лондон;6,72;Феникс;416;84x108\32;;10000;Общественные науки;
731;3334;ЛОЖЬ;Судейские будни;14,22;Дело;192;60х84/16;23.04.1997;10000;Юриспруденция;
732;1775;ЛОЖЬ;Уголовное право Общая часть Учебник;32,28;Новый Юрист;0;;;5000;Юриспруденция;
733;3341;ЛОЖЬ;Основы правоведения. Для неюридических специальностей;9,00;Феникс;576;84х108/32;24.02.1993;10000;Юриспруденция;
734;1058;ЛОЖЬ;Комментарии к тамож. кдексу. Основная часть.;7,00;Шнур;0;;;5000;Юриспруденция;
735;5228;ЛОЖЬ;Толковый словарь компьютерных технологий;29,00;DiaSoft;720;70х100/16;25.10.2000;2000;Словари;
736;5054;ЛОЖЬ;Новейший англо- русский толковый словарь по современной электронной технике;32,27;Лучшие книги;544;70х100/16;25.07.2000;5000;Словари;
737;4764;ЛОЖЬ;Статистические методы в медико-биологических исследованиях с использованием Excel.;42,96;"""Морион""/Киев";320;84х108/16;29.03.2000;2000;Медицина;
738;469;ЛОЖЬ;Патофизиология легких;23,80;Бином;344;70х100/16;19.06.1997;6000;Медицина;
739;3306;ЛОЖЬ;Техника наложения повязок;5,34;Питер;0;;;0;Медицина;
740;1379;ЛОЖЬ;BBS Business English + 3 дискеты;23,76;Афон;0;1;;5000;Иностранные языки;
741;1256;ЛОЖЬ;Немецкий за 3 недели бизнес + 2 кассеты;30,00;Не определено;0;;;5000;Иностранные языки;
742;1827;ЛОЖЬ;Итальянский язык . Второй этап обучения;20,82;Филология;0;;;5000;Иностранные языки;
743;1839;ЛОЖЬ;Бирюльки Маленькие пьесы для фортепиано;3,60;Феникс;0;;;5000;Искусство;
744;1843;ЛОЖЬ;Времена Года для фортепиано;3,96;Феникс;0;;;5000;Искусство;
745;1880;ЛОЖЬ;Сборник пьес для фортепиано 1-2 класс;4,86;Феникс;0;;;5000;Искусство;
746;1878;ЛОЖЬ;Педагогический репертуар баяниста вып.1(1-2кл.);4,86;Феникс;0;;;5000;Искусство;
747;1961;ЛОЖЬ;Сонатины для фортепиано;5,52;Феникс;0;;;5000;Искусство;
748;1840;ЛОЖЬ;50 Этюдов для фортепиано 2-3 кл.;5,52;Феникс;0;;;5000;Искусство;
749;1881;ЛОЖЬ;Сборник пьес для фортепиано 3-4 класс;6,06;Феникс;0;;;5000;Искусство;
750;1965;ЛОЖЬ;Юный скрипач Выпуск 1 Клавир;6,06;Феникс;0;;;5000;Искусство;
751;1842;ЛОЖЬ;6 сонатин для фортепианов;6,06;Феникс;0;;;5000;Искусство;
752;1879;ЛОЖЬ;Пьесы западно-европейских композиторов 5-7 кл.;6,48;Феникс;0;;;5000;Искусство;
753;1967;ЛОЖЬ;Юный скрипач Выпуск 2 Клавир;7,32;Феникс;0;;;5000;Искусство;
754;491;ЛОЖЬ;Hезримые города;6,00;Лабiрiнт;400;70х100\32;03.12.1996;7000;Художественная литература;
755;490;ЛОЖЬ;Погребенный с фараонами;6,00;Лабiрiнт;440;70х100\32;16.05.1996;5000;Художественная литература;
756;495;ЛОЖЬ;Сын Hеба;6,30;Лабiрiнт;396;70х100/32;09.09.1996;5000;Художественная литература;
757;531;ЛОЖЬ;Hочные истории;6,30;Лабiрiнт;368;70х100/32;27.03.1996;5000;Художественная литература;
758;498;ЛОЖЬ;Последний замок;5,22;Ника- центр;368;70х100\32;31.03.1996;0;Художественная литература;
759;497;ЛОЖЬ;Ящики незнакомца;6,00;Ника- центр;448;70х100/32;21.05.1997;4000;Художественная литература;
760;3308;ЛОЖЬ;Зримая тьма;6,42;Ника- центр;382;70х100/32;06.08.1997;3000;Художественная литература;
761;3309;ЛОЖЬ;А где же третий;6,42;Ника- центр;362;70x100/32;03.09.1996;3500;Художественная литература;
762;530;ЛОЖЬ;Луд-Туманный;6,90;Ника- центр;377;70х100/32;21.01.1997;3500;Художественная литература;
763;3328;ЛОЖЬ;Злй дух Пука;7,32;Ника- центр;383;70х100/32;09.02.1998;4000;Художественная литература;
764;3327;ЛОЖЬ;Билет,который лопнул;7,62;Ника- центр;411;70х100\32;21.09.1997;4000;Художественная литература;
765;3329;ЛОЖЬ;Избранное в 2_х томах;14,22;Ника- центр;346;70x100/32;;0;Художественная литература;
766;1947;ЛОЖЬ;СвИ Фидель Кастро;6,72;Феникс;320;84x108\32;26.05.1997;5000;Художественная литература;
767;5149;ЛОЖЬ;Язык программирования Python. Справочник;29,00;DiaSoft;336;70х100/16;25.09.2000;3000;Справочники;
